,1,2,3,4,5,6,7,8,9,10
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0898564639673,0.0266352523207,0.0659997316958,0.0895978580628,-0.012415980892,0.0743437415556,6.83622287191e-05,0.0363529065568,-0.0423933819135,0.0357953925189
PC3_PROSTATE,-0.208456755488,0.0731583822548,0.0911870288692,-0.0188702073575,-0.00425168835014,-0.122453316229,-0.0545345743807,-0.0586245983911,-0.0110379940267,0.0136110085061
SW900_LUNG,-0.135488339786,0.0586378793561,0.0613207625147,-0.0592001561508,0.0361540492357,-0.0946755170286,-0.110260468114,-0.0255084930416,-0.135509385341,-0.0985126452652
NCIH2030_LUNG,-0.239302614311,0.026130389656,-0.0186625255411,-0.0934356866685,0.0132654538058,-0.0636654861342,0.0146036778523,0.0510667629811,0.0226154254949,-0.0733429518301
PK59_PANCREAS,-0.00373143033428,-0.055200279203,0.0392503916308,-0.13455515742,0.0614806042694,-8.02518898338e-05,-0.0829394696011,-0.150612872264,0.0424567418352,-0.0119134570215
COLO741_SKIN,-0.0351199199946,0.0631114607813,0.151818904073,0.00776806809092,-0.130650496785,-0.0349646607587,0.0789887317483,-0.106491228387,-0.0760229692698,-0.0389802907711
NCIH1355_LUNG,-0.261884384974,0.0250358788679,0.0283741819088,-0.103358164792,0.00212125871642,-0.0462979158462,-0.010849892573,0.0629401071816,0.0750183084896,-0.109529565703
NCIH3255_LUNG,-0.149171849048,0.0155087053773,-0.0490394978095,-0.00495094769657,0.0539285036084,-0.13289057221,0.0338315336938,0.0728043669108,0.0354446958473,0.0268706184812
OE33_OESOPHAGUS,0.12464140903,-0.0973718332618,-0.0470592678051,-0.0433330842691,0.0880411679559,0.00667787609723,-0.0230823426429,-0.148350185232,-0.063159337509,0.1595982012
KYSE140_OESOPHAGUS,-0.104754735124,-0.0435103072541,-0.0614617272832,0.06015887959,0.0633845305456,0.0168146321949,0.043204011963,0.0945731851972,0.048487855477,-0.0892563968455
MIAPACA2_PANCREAS,-0.0226155970637,-0.00251106694699,0.0293978230578,-0.0738509903239,0.0813755959793,0.0461554970142,-0.0103708000892,0.0516415845176,-0.0314021942984,0.0581824094285
EFO27_OVARY,-0.155430002466,0.0413390992775,0.0653756423614,-0.179218092416,-0.03499493496,-0.0223414467489,-0.0169174739844,-0.00774828783332,0.0308236409052,-0.0921311631951
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.254721177529,0.00914690812297,-0.0576805833548,0.117923827338,0.0294988958679,0.0912702417597,0.00149350095604,0.0761666500877,-0.0626937609233,0.0469320439199
