,Nutlin-3,Nilotinib,RAF265,PHA-665752,PD-0325901,PLX4720,PD-0332991,LBW242,Paclitaxel,AEW541,TAE684,TKI258,AZD0530,Lapatinib,PF2341066,Topotecan,Irinotecan,17-AAG,Sorafenib,L-685458,AZD6244,ZD-6474,Panobinostat,Erlotinib
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,-3.8390660538699994,0.402452574279,4.25682385644,-1.9340116251,,4.4749607134,4.50321139861,-3.23208848676,,,1.59348739032,0.18022097402399997,3.29134242948,1.31876428564,-0.955290451889,,0.12061685225400001,4.58981810327,6.405393073019999,0.918395127866,0.713240621116,-3.9809415684599996,3.6324600208699995
PC3_PROSTATE,8.598242440269999,5.320713731040001,2.96569110607,8.23953733931,,3.76044540896,8.79760991576,,-4.91545938894,3.53460375449,2.7860749761299997,3.88579281225,1.924611316,4.45333144116,3.37032667515,0.361912188459,-1.27221882173,0.477765284291,3.93730101422,,7.59112285391,2.32622420559,-3.13299846432,4.8910602471199995
SW900_LUNG,7.93275926238,5.1604220103800005,3.36298782893,5.756969521749999,,6.52743883816,4.90814648122,4.843282139419999,-5.28915703765,,6.74724282665,8.48997787346,3.93615596834,4.1840815083,8.50743821629,2.02244906317,,-0.7812675264810001,7.85160560505,7.91766117501,,9.40087160453,0.155310328314,
NCIH2030_LUNG,7.498209965419999,3.33513499911,-0.0951864935735,6.28826946993,3.12380733088,3.83906064178,4.19007331948,,,2.59192663263,,,0.808401514224,1.9194610963599998,,-2.7186139585699998,-0.711661438985,-4.10256445004,2.8068985063599996,5.46287964594,6.7965781093699995,1.8896640072599997,,2.4914423246
PK59_PANCREAS,5.32202127397,,,5.19190221761,,4.18026853774,3.6830013377099995,4.77102363977,-4.36609330238,2.67532357688,1.40941391637,,,2.76985303963,2.8738718400599996,0.201275356415,0.471098632201,,3.22531370169,3.6240470333699997,3.34412574036,5.181609281469999,-2.8932197579100003,4.393829090940001
COLO741_SKIN,7.02419083098,,,3.79339224802,-0.503828209972,,,2.39425252053,,,3.33975417264,2.57141931861,,4.78398653181,,-0.9884974377779999,,0.715016774605,7.71584359249,,1.32437719583,5.99743716426,,2.75212578003
NCIH1355_LUNG,4.491455274700001,5.736996292840001,,6.06496524282,-0.95410841594,,3.24900816377,7.82860241852,-4.44945902178,3.12991255112,0.826085786868,3.3978030278799998,3.47419304915,2.7872513130699996,3.25455210413,2.93445014018,,0.065110429412,6.95911532587,5.61804467032,2.3315873223400003,3.58645828144,-2.43185791218,2.32902160496
NCIH3255_LUNG,6.463159795299999,2.6132928514800002,3.6742077942,6.61923161327,2.64979969293,4.87117913136,,5.35901423997,,1.40708337693,-0.9361733413519999,5.38300158862,-3.00470463786,,,1.2259890611700002,-1.18825837298,,6.5238406829299995,7.25235197379,,-3.27474853095,-3.9318161401,-3.7073440304500003
RKN_OVARY,,3.18186385353,2.49585053253,4.30939798971,-0.9581020819439999,,,6.35715187048,,3.8010781309099997,3.27888642427,,3.5165486891199995,,3.9976447977199996,-1.2322798160700001,-1.8320034245400003,-0.277048666795,3.5923459679400005,7.19636799836,0.8560335327590001,4.99095755521,-2.7110630436900003,4.91967320893
OE33_OESOPHAGUS,,4.67634622093,1.4634445235100002,3.65868942611,0.35519731624,5.23682247745,,4.77712545209,-6.943264139139999,2.38636181142,1.5646537771,4.16856475453,,1.85465192482,0.095166627288,-2.12471512148,-3.32587167323,-3.84428108061,8.310985684630001,7.501572165680001,3.50720699646,3.75436219255,-4.69244932083,2.6227471067900003
KYSE140_OESOPHAGUS,4.9081002494699995,,,1.55191269554,0.966108122235,2.64922665949,,4.9009698878300005,-4.22686443817,0.893924167456,2.364001289,,,-0.093867392537,3.45278434382,-0.7162873738879999,,0.53906668872,4.342177164030001,,4.16915284381,0.827085924656,,-0.246293518569
MIAPACA2_PANCREAS,7.3500764342,,,7.333875162719999,,,,5.06585330475,-7.814568198180001,1.4049541697799999,0.364026288319,2.57267925641,2.53907490789,,2.00361785748,-3.17619974685,-2.1352934991,-4.18294975167,,6.661635284,-0.737757601214,2.62686516038,-5.71111792834,
EFO27_OVARY,8.72597080553,5.28814324053,-0.13665044117699998,9.34886484484,4.501511879930001,,8.1155987812,7.3717379032300006,-4.407098303450001,5.15267116,3.26683325592,3.79972880465,1.52670737524,2.54232501245,3.75916597977,0.0682656657355,-0.951012955803,-1.61935201576,3.3652626724,8.72376340493,4.00714749275,,-5.4903961934000005,2.53877689073
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9012941709450001,1.42771917803,-2.23085170211,1.53546391,3.0230140872099995,2.58084350762,0.152502366168,,-9.68686717244,2.04305461351,,,2.79187072227,2.65845610094,1.26578998604,,-4.76365748184,-1.1854880514200001,2.49454718793,-1.38987710134,3.80053472805,2.3664565087200002,-6.39208184723,
HCC4006_LUNG,,2.65575899762,1.13377082116,5.97945987466,1.60293521831,,4.307659675769999,4.651073896640001,-7.338855369889999,3.2603454899799997,1.4420456154799999,3.7673300960600002,0.12461056475099999,0.858641365494,4.0335368881900004,1.7777793463799998,-0.751450832132,-1.22452253504,3.80188014622,3.67553590411,3.53405573886,-1.05043166933,-3.34819044004,-2.8388231082999997
MHHES1_BONE,4.12781165475,1.12167104329,-1.21703786929,1.20689145668,,3.4428282602599998,1.27588530344,4.10298375911,-8.45383089452,0.843525432647,-0.675946826538,2.86669018465,-0.0230150561185,,2.21922974778,-5.36538852384,,-2.6451012644599996,2.18693459785,,,2.8415259276,-3.89994369102,2.8771138976999997
HOS_BONE,,6.924514372639999,2.9191163658,,4.38222370046,8.76788223312,4.436655535880001,3.85517040311,,3.3452006145,3.73765115362,5.800737344990001,5.32208291997,3.33334979467,3.8215383047600002,-0.832880256319,-1.85256766488,-2.37708108993,,6.54232000885,5.17594694929,3.3292229689,,6.77106078107
SKNFI_AUTONOMIC_GANGLIA,8.5899389903,,2.2561365529599997,,,10.089586023099999,,6.340852132699999,-0.46225296530599996,,-0.405132967144,3.10854669811,,,5.4319074141999995,,,0.296031660387,8.18769461919,6.29743758396,,4.00142294553,-3.36935647765,8.26892737646
WM2664_SKIN,3.9637490619199998,,0.520838746659,7.858036738869999,-5.36483255075,0.854442726846,,5.96955703291,-4.42872335362,3.6068527584400005,3.3537015811299997,,7.264554251689999,,3.36502341166,-2.73927722965,,-5.7769285308,7.619048436260001,6.053058045479999,-2.45150346858,,-4.750395135340001,
NCIH2023_LUNG,,2.8683651508200003,3.205332365,,2.74799862532,7.338731094400001,2.8026295536299997,4.69073351844,-6.62018708988,,1.59840025361,,3.4773610539599997,5.06412409256,1.7824116820599998,-0.6708431522730001,,-3.3764539546900005,7.42706427852,6.752237373119999,3.9789372434699994,2.65512903209,,4.81294185199
SCC25_UPPER_AERODIGESTIVE_TRACT,4.86928893708,,1.07716429941,,,3.9583904274400004,,1.80875667026,-8.48524005091,,2.57409317632,3.2169435192400004,2.4029861977099998,1.93118449754,,-1.54406864829,,-3.67402782104,,4.87426168954,3.38357368416,,,
EBC1_LUNG,6.99979242988,4.38652390256,,1.08642809618,-4.08280787197,,2.70215498977,3.8979044132,-7.6114804937,,1.9863184360799997,6.17116232938,3.14139936878,2.61248703909,-4.707175278419999,,-2.68545443564,-4.11522882849,,7.69571667526,,2.1822180617099995,-4.26911745923,
HCT116_LARGE_INTESTINE,4.43573464703,3.75366844643,0.6487504699050001,5.36298606555,-2.42265988473,6.68163828293,5.41931224834,5.62173732951,-7.663886957050001,3.14432764454,,,3.9310908982,3.5046196877800004,2.83242248941,-2.15852229879,-1.59281672466,-2.14483514236,2.48909454542,5.00189336606,1.52801497134,5.39626119718,-4.79048376371,4.3762582975
HS936T_SKIN,4.080643804609999,,2.9915061002900005,,,,4.17564268591,,-9.44545603625,3.9029710290499997,3.5361432048699997,,,,3.69721476382,1.65827100331,,-3.2165907374500002,8.868283204099999,,-1.53379095322,2.2250974360900004,-5.1417020527599995,7.5575133028399994
1321N1_CENTRAL_NERVOUS_SYSTEM,5.2745940925,,2.58611223528,5.12371633995,3.10849001491,5.530242139279999,,6.89851638494,-7.940672719219999,3.4850666258099996,,1.32060855162,2.03690187746,5.2790464912,3.97100445871,-2.8615421070999996,,,7.321431439510001,4.82733898523,5.5529740392799996,2.49017957423,,4.51593245835
OE21_OESOPHAGUS,4.52650014433,2.24169168554,,3.4794631653800003,,3.7168408014099996,2.06076155354,1.4418999851700003,-8.42311558791,,,2.16670001067,1.0067324975299998,0.879922734299,2.3122705696900003,-0.9251116943150001,-1.2150238830600002,-2.32166603868,,4.677501800919999,1.99159550408,,-3.96196935193,-0.995324863035
5637_URINARY_TRACT,5.91553509276,2.94908686217,0.551872289424,4.99776936829,2.68023318035,2.68292805022,6.381184674759999,,-8.4271601738,2.4833296260299997,1.2444180627099999,2.5568279398500002,2.40408696273,,3.0406956854100002,-2.7537404507999996,-3.6404915654300005,-3.1383389974799996,2.7927684680500002,3.6769274829400005,3.4410545926699996,2.47737557644,-4.31469605689,
MFE280_ENDOMETRIUM,6.3232421241,4.733044285319999,1.56575396243,5.23879686602,2.9422120107599996,5.28296738469,,6.81556439296,,4.22072922095,3.62388753482,4.1439401875,3.92610764861,3.1065997935799996,4.87984460812,0.5192365822280001,0.104992478829,-1.0535994136700002,3.6394179899,5.06997855403,3.75020994754,2.34811291098,-4.503574823959999,3.4712293170499997
HUPT4_PANCREAS,,2.38019106994,0.6982275328990001,,-3.3584388345,7.795406003919999,2.9990861300400002,1.86778373776,-7.61377295732,1.7852187570500002,-0.264583271347,3.9505221505400003,,2.84120533268,1.9220949018200002,,,-5.86436179814,5.85973891568,4.61852154942,-0.20115841603700002,-0.175515254853,,1.71853651835
HEC6_ENDOMETRIUM,4.29419173421,2.46169992902,,2.7447192804,6.42345937574,6.09351045946,3.8373225158699995,5.07733291575,-0.223709009643,,,3.51568189646,4.22355624184,,5.7358118961399995,0.108303277291,-0.8964088150820001,1.16840714479,2.72703071507,5.15135412598,,2.95498827875,-4.690058062219999,4.967914751
NCIH522_LUNG,10.3741525186,4.64818040376,,11.3378213798,5.89866920027,8.92828094139,11.956440264000001,10.3702239512,-6.00354958883,6.65533788581,,,4.4971256760400005,4.8494853583,,1.8140555175599997,-0.630634566678,-1.04862799835,6.88926538487,10.7510976744,,,-3.2417761639,
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.53675332059,1.7129241972999998,1.56406726104,0.6229183117679999,2.5307003985599996,3.07514278522,3.02402838144,4.99216406616,-7.732748130519999,0.344888329321,-1.80367371062,,1.85300364034,2.5478597338299998,,-4.89060674755,-3.3135848809099997,,,1.8938436963799998,,1.327421833,-6.94811509709,1.61132371042
CHL1_SKIN,,3.96557422709,-0.464419694894,4.98591592712,3.3704574355199997,3.55186033518,5.12352529751,,-6.918023861739999,2.7988792883899998,1.54608104041,,,0.101314874312,,-0.824251727076,-1.57942811846,-1.85580585212,2.5834286341,6.53221921765,5.33621873277,1.93467248377,-5.17036058986,1.8194248642200002
CAL27_UPPER_AERODIGESTIVE_TRACT,5.437109618890001,,1.60895692051,2.81387224829,-1.64124598667,5.3842369863199995,5.48061478054,3.96446072366,-8.57170939894,2.06532658011,2.61825070097,2.88773713935,0.7465578725900001,0.0393742030124,2.67981955747,,,-3.23989369215,,6.127174188090001,-0.473084640352,-1.40605181938,-4.07370619586,-0.401063239868
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.5574598748,-5.88439758747,,0.737425639395,-2.4614260314500003,,,,-8.30280907703,2.7677442307700004,1.2746154645399999,,-0.8189155745829999,2.9373978590400003,0.271470157466,-3.38134033396,,,,2.3658269290000002,-0.5978382104869999,0.5081336617059999,-5.98975700606,
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,3.6038887240400004,,-0.6065620656449999,6.97590993079,0.741262063243,1.20950151576,4.54677340681,,-5.677971063740001,,1.82807897357,3.19938028173,3.416546981,5.51703369949,3.4596009011300004,-1.19421029544,-2.43111059721,-0.7926230869550001,,8.40133811834,0.38318714039800006,6.0843985387099995,-2.7022595839499997,4.32767130236
KP1N_PANCREAS,7.02352854453,4.16732695351,2.6512411491999996,6.325605288689999,3.8335456852699994,4.72002678126,,5.35078067057,-5.8906159175,,,,,3.4993906226,,,0.786715710201,,2.9639977845999996,,6.279703125269999,4.39687271601,-1.95868879527,4.63553775353
