,Nutlin-3,Nilotinib,RAF265,PHA-665752,PD-0325901,PLX4720,PD-0332991,LBW242,Paclitaxel,AEW541,TAE684,TKI258,AZD0530,Lapatinib,PF2341066,Topotecan,Irinotecan,17-AAG,Sorafenib,L-685458,AZD6244,ZD-6474,Panobinostat,Erlotinib
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.765108634369999,,0.402452574279,4.25682385644,-1.9340116251,4.74394861485,4.4749607134,4.50321139861,,3.48830187455,4.83190880219,1.59348739032,0.18022097402399997,3.29134242948,,-0.955290451889,-0.793322865582,0.12061685225400001,,6.405393073019999,,,-3.9809415684599996,3.6324600208699995
PC3_PROSTATE,8.598242440269999,5.320713731040001,2.96569110607,8.23953733931,8.25177146511,3.76044540896,,5.12093283602,-4.91545938894,3.53460375449,2.7860749761299997,3.88579281225,1.924611316,4.45333144116,3.37032667515,0.361912188459,,0.477765284291,3.93730101422,5.478557896360001,,2.32622420559,-3.13299846432,
SW900_LUNG,,5.1604220103800005,3.36298782893,,2.71797175242,6.52743883816,4.90814648122,4.843282139419999,-5.28915703765,4.22044772552,6.74724282665,,3.93615596834,,8.50743821629,2.02244906317,,-0.7812675264810001,7.85160560505,7.91766117501,7.86435426513,9.40087160453,0.155310328314,6.68307181111
NCIH2030_LUNG,7.498209965419999,3.33513499911,-0.0951864935735,6.28826946993,3.12380733088,,4.19007331948,5.870546988659999,-5.1560324806699995,,2.73886616872,2.15594709811,,1.9194610963599998,3.16737558016,-2.7186139585699998,-0.711661438985,-4.10256445004,,5.46287964594,,1.8896640072599997,-2.6008967978,2.4914423246
PK59_PANCREAS,5.32202127397,3.24191119227,1.1733803006399999,,-0.8113365445309999,4.18026853774,3.6830013377099995,4.77102363977,-4.36609330238,2.67532357688,1.40941391637,3.69619719708,2.93915958208,,2.8738718400599996,0.201275356415,0.471098632201,-2.2500209804900004,,3.6240470333699997,3.34412574036,5.181609281469999,,4.393829090940001
COLO741_SKIN,7.02419083098,,,,-0.503828209972,1.9315219835900004,,2.39425252053,-5.44532640455,1.8741597639900003,,2.57141931861,8.298414070560002,4.78398653181,6.18297721961,-0.9884974377779999,,,,3.56439877013,1.32437719583,5.99743716426,-3.0305022068799996,2.75212578003
NCIH1355_LUNG,4.491455274700001,5.736996292840001,0.542560405635,6.06496524282,-0.95410841594,4.13252579134,3.24900816377,,-4.44945902178,3.12991255112,,3.3978030278799998,,2.7872513130699996,3.25455210413,,,0.065110429412,6.95911532587,5.61804467032,2.3315873223400003,,-2.43185791218,2.32902160496
NCIH3255_LUNG,6.463159795299999,2.6132928514800002,3.6742077942,,2.64979969293,,8.760790729610001,5.35901423997,1.20101037344,1.40708337693,-0.9361733413519999,5.38300158862,-3.00470463786,-1.7309142973900002,1.80712621998,1.2259890611700002,-1.18825837298,-0.852903462547,6.5238406829299995,7.25235197379,3.5400449794,-3.27474853095,,
RKN_OVARY,2.9896849949,,,4.30939798971,-0.9581020819439999,4.3943763168,3.12046368883,6.35715187048,-6.07895509619,3.8010781309099997,3.27888642427,3.94073791936,,6.01259626934,3.9976447977199996,-1.2322798160700001,-1.8320034245400003,-0.277048666795,3.5923459679400005,7.19636799836,0.8560335327590001,4.99095755521,-2.7110630436900003,4.91967320893
OE33_OESOPHAGUS,6.80561276635,,,,0.35519731624,5.23682247745,3.04423123698,4.77712545209,-6.943264139139999,,1.5646537771,,1.8463344163,1.85465192482,0.095166627288,-2.12471512148,-3.32587167323,-3.84428108061,,7.501572165680001,3.50720699646,,,
KYSE140_OESOPHAGUS,,,,,0.966108122235,2.64922665949,,,,0.893924167456,,1.43951662465,0.76675195954,-0.093867392537,,-0.7162873738879999,,0.53906668872,4.342177164030001,,,,-2.8053143232999997,-0.246293518569
MIAPACA2_PANCREAS,7.3500764342,3.86237211909,1.92192513503,7.333875162719999,-3.4471262069599997,5.21982290127,4.383314874230001,5.06585330475,,1.4049541697799999,0.364026288319,2.57267925641,2.53907490789,3.36815953425,2.00361785748,-3.17619974685,-2.1352934991,-4.18294975167,2.77839791286,,-0.737757601214,,-5.71111792834,6.26738326675
EFO27_OVARY,8.72597080553,5.28814324053,,9.34886484484,4.501511879930001,,8.1155987812,7.3717379032300006,-4.407098303450001,5.15267116,3.26683325592,3.79972880465,1.52670737524,2.54232501245,3.75916597977,0.0682656657355,-0.951012955803,-1.61935201576,3.3652626724,,4.00714749275,,-5.4903961934000005,2.53877689073
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9012941709450001,1.42771917803,,1.53546391,,2.58084350762,0.152502366168,4.198766437280001,-9.68686717244,2.04305461351,-0.259918010303,-0.276951612576,2.79187072227,2.65845610094,1.26578998604,-4.78337360943,-4.76365748184,-1.1854880514200001,2.49454718793,-1.38987710134,3.80053472805,2.3664565087200002,-6.39208184723,1.78695690972
HCC4006_LUNG,7.31747164798,2.65575899762,1.13377082116,5.97945987466,1.60293521831,5.8972123059,4.307659675769999,,,,1.4420456154799999,3.7673300960600002,,0.858641365494,,1.7777793463799998,-0.751450832132,-1.22452253504,,3.67553590411,3.53405573886,-1.05043166933,-3.34819044004,-2.8388231082999997
MHHES1_BONE,4.12781165475,1.12167104329,-1.21703786929,,-4.95688736398,3.4428282602599998,1.27588530344,,-8.45383089452,0.843525432647,,,,1.92792505835,2.21922974778,-5.36538852384,-4.48982791896,-2.6451012644599996,2.18693459785,2.8121224027999996,-0.520303432229,2.8415259276,-3.89994369102,2.8771138976999997
HOS_BONE,5.850896040019999,,2.9191163658,2.20541375054,4.38222370046,8.76788223312,4.436655535880001,3.85517040311,-7.403339127919999,3.3452006145,3.73765115362,5.800737344990001,5.32208291997,3.33334979467,3.8215383047600002,,-1.85256766488,-2.37708108993,7.78982600987,6.54232000885,5.17594694929,,-4.18063809232,6.77106078107
SKNFI_AUTONOMIC_GANGLIA,8.5899389903,,,6.991516943210001,2.2575753491099997,10.089586023099999,,6.340852132699999,-0.46225296530599996,0.939229696683,,,7.09450377732,8.29936205021,5.4319074141999995,3.3985867895200004,,0.296031660387,8.18769461919,6.29743758396,5.15263725255,4.00142294553,,8.26892737646
WM2664_SKIN,3.9637490619199998,,0.520838746659,7.858036738869999,-5.36483255075,,,5.96955703291,-4.42872335362,3.6068527584400005,3.3537015811299997,3.25712788411,7.264554251689999,5.223861026030001,3.36502341166,-2.73927722965,,-5.7769285308,,6.053058045479999,-2.45150346858,2.8118231027900005,-4.750395135340001,7.309609029630001
